author,comment
ALP1N3SN1P3r,Fuck term. Doesn’t matter how good you are you will die against it.
HybridPhoenixKing,"Terminator is one of those weapons that is an enigma, it supposedly sucks, but you are always wary of THAT guy, the one who hunts people with a terminator, with zero armor. It’s goddamn terrifying."
Shoresy69420,Pre-firing corners is the terminators biggest weakness
