author,comment
PerfectAverage,I got one last night. Is it worth the trade? Or should I save it for something else?
brinaldi15,free 36k
peteypiranhapng,"i ALMOST got one in the mines yesterday, but i didn't have room in my inventory, so i searched the entire map for a bigger bag and returned to the same area minutes later after i found one... it was gone :("
BoeVonLipwig,How do you have two compact storage tins? I have only ever got one?
dinkdonkMcbinkbonk,Dude I had a large container full of them and they fuxkin wiped it haven't found 1 since
TheLoneGreyWolf,Did it wipe recently??
